rgdpnapc,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1987,2507,3785,4353,,12819,5138,29602,26550,11253,985,25494,1458,879,1249,11091,37086,5335,8850,3513,10885,10147,5737,1072,31034,46176,7605,2339,3874,3453,1588,6415,7260,1547,2657,7002,16000,7117,15536,17649,31718,2461,5145,32384,5654,11607,6815,6571,19248,12042,819,24903,26581,16530,24059,12423,1582,1092,1643,1271,2886,18035,4881,21584,3505,19695,2333,16581,3711,1497,19613,9976,26561,27290,18851,27593,6414,10213,25574,12735,2449,4247,916,9538,50308,1572,12505,984,21440,6550,3272,998,13804,28144,12235,3889,6752,1594,11022,11456,948,11034,1021,18592,5893,298,2394,6786,829,7835,5767,886,2544,4240,28318,54731,1170,22875,37413,2901,8109,7065,3782,11054,20643,2553,15894,5262,2819,91853,12456,20340,932,38884,1894,1815,23127,1645,4641,17366,2522,14945,11922,19061,28634,5194,11363,4208,811,1433,4771,4699,7878,11035,5288,9739,12720,1493,854,13674,10127,34730,4808,15642,1388,3691,12267,9247,2268,2070
1988,2280,4249,4381,,12391,4882,30436,27315,11669,1007,26660,1457,922,1255,11009,37181,5166,8773,3574,10662,10469,6243,1065,32125,47228,8022,2429,3670,3197,1547,6344,7406,1552,2777,7050,16328,7272,16698,18012,32645,2445,5629,32746,5574,11066,7352,6691,20436,12587,810,26046,27621,18263,25179,13291,1624,1133,1657,1327,2885,18822,4871,22984,3551,19481,2361,17108,3854,1618,20697,9167,20340,26698,18908,28658,6589,9774,27042,13705,2511,4603,905,10509,49909,1498,8841,979,22427,7411,3310,1068,14822,30742,12674,4183,6669,1572,10946,11068,929,11864,892,17874,6054,325,2367,7185,797,8323,5551,912,2724,3624,28869,54414,1229,22750,37181,2997,7145,6348,3944,11261,21795,2547,17076,5436,2674,89512,12338,20537,905,38511,1885,1848,25029,1646,4632,17082,2518,15140,12100,18359,29113,5330,11841,4607,847,1524,5328,5143,8395,10495,5180,9965,13164,1507,878,13753,10079,35865,5110,16141,1440,3725,11981,9405,2334,2182
1989,2067,4252,4414,,11453,5524,31240,28365,10534,999,27467,1402,883,1257,10802,36902,5200,9317,3597,10797,10798,8071,1062,32320,48844,8725,2410,3520,2825,1489,6274,7496,1492,2895,7262,16439,7268,17868,18318,33449,2245,5670,32812,6155,11152,7178,6738,21722,13382,800,27434,28460,19412,25654,12834,1660,1149,1646,1354,2775,19452,4926,23250,3593,19141,2247,16797,4126,1690,22002,9260,17982,26436,18754,29482,7017,8443,28235,13589,2542,4635,894,11070,51464,1663,5016,974,23392,7898,3351,1111,14665,33591,13343,4178,7050,1587,11183,11258,1004,12713,912,17825,6070,339,2406,7453,791,8895,5368,888,2826,3470,30042,54708,1250,22838,37388,3053,7116,5455,4091,11056,22672,2539,17948,5586,2638,86969,11567,20613,867,38399,1990,1754,26752,1662,4600,17350,2541,15288,12172,18134,29606,5596,12907,4060,839,1533,5893,4627,7524,10326,5266,9932,14111,1512,905,14290,10127,36757,5104,14384,1469,3728,11985,9386,2288,2252
1990,1992,4325,4454,,11300,5075,31200,29292,9250,1011,28210,1481,846,1309,9726,35758,4565,8984,3696,10161,10395,8389,1016,31921,50132,8898,2379,3130,2698,1407,6158,7654,1470,2875,7337,15961,6864,18897,18517,32178,2127,6014,33155,5745,10716,7194,6725,22735,12291,766,27306,29031,20000,25679,11003,1668,1138,1636,1366,2769,19267,4945,23745,3493,17755,2224,15716,4414,1742,23899,9816,17198,26538,19442,30117,7369,7803,29567,13292,2570,4653,863,12004,39533,1725,6224,539,23626,8068,3521,1159,13783,33835,13467,4237,6740,1600,11549,10118,992,13370,925,16175,5774,339,2332,7924,787,9529,5161,846,2898,3324,31062,55640,1274,22539,36113,3108,7543,5070,4116,9947,23320,2389,18735,5594,3012,83874,10893,20020,822,43144,1781,1771,28576,1656,4677,15435,2432,14820,11828,16540,29749,5923,13715,4223,847,1569,6462,4478,7371,10431,5575,10696,14703,1521,908,13615,10127,36982,4887,14948,1512,3601,10910,9096,2422,2232
1991,1761,4253,3271,,12311,4406,30426,29999,9060,1039,28621,1496,893,1326,9033,35590,4023,8854,3800,10094,9944,8750,999,30846,49056,9433,2460,2999,2521,1245,6125,7676,1462,2856,7334,13947,5696,18551,16409,33545,1863,6112,33530,5686,10327,7481,6822,23425,11117,684,25551,29158,20729,25314,8682,1719,1078,1614,1373,2703,19628,4957,24829,3505,13909,2224,13847,4726,1736,24153,10852,6212,26173,19586,30559,7397,7525,30462,11741,2521,4224,896,13116,23924,1749,8437,528,26632,8003,3859,1168,12975,36272,11826,4462,5552,1454,11818,9459,998,13946,903,14240,5124,355,2340,8173,827,10158,5393,842,2809,3149,31570,57084,1320,21791,36673,3214,8094,5074,4002,9218,23687,2244,19411,5571,2740,81012,9492,18958,774,48065,1844,1767,29472,1486,4764,13715,2406,13812,10093,15058,29187,5760,13924,4543,852,1521,6913,3995,6862,10544,5699,10649,15774,1510,893,12404,10412,36464,4741,16011,1568,3641,9451,8815,2340,2292
1992,1629,3894,3143,,13394,2623,31024,30292,6906,1026,28941,1493,865,1349,8484,37168,3041,7987,3772,9876,9338,8738,958,30748,48497,10402,2631,2907,2375,1079,6107,7853,1551,2863,7818,13601,4777,19755,16310,33931,1990,6265,34074,5890,10228,7661,6909,23671,9726,603,24563,29449,19560,25336,4837,1748,1073,1603,1375,2979,19615,5100,26052,3595,12418,2066,13423,4949,1797,24847,11653,7802,24974,20230,30793,7538,8134,30620,11078,2403,3606,918,13782,45979,1795,8709,326,25276,8534,3697,1234,10222,36444,8141,4293,3941,1428,12017,8733,946,14450,976,10354,4552,331,2310,8576,741,10776,5686,765,2798,3029,31867,58784,1336,21723,38028,3290,8587,4942,3934,9428,24609,2048,20034,5513,3220,89352,8803,16178,805,48522,1893,1742,30553,1371,5037,9950,2377,11767,9444,14256,28668,5719,14753,5001,839,1425,7452,2659,5703,10800,6044,11139,16920,1476,912,11146,11173,37241,4107,16618,1671,3740,7745,8459,2323,2030
1993,1080,2870,3451,113218,14049,2377,32020,30202,5229,983,28551,1508,866,1373,8571,39031,2275,7363,3843,10197,9369,8625,927,31204,47997,10935,2889,2810,2235,902,5868,8146,1561,2991,8146,13654,3668,19418,16309,33387,2136,6236,33964,6205,9769,7669,7059,23166,9131,600,24265,29113,19498,25909,3486,1769,1097,1585,1362,3173,19188,5187,27159,3707,11456,1911,13357,5255,1865,25295,11150,7575,25046,20254,30512,7612,8041,30582,10096,2326,3144,912,14577,66208,1849,9218,210,23754,8454,3922,1256,8607,37470,7357,4189,3894,1414,12030,7960,954,14948,1019,6425,4352,348,2420,8894,803,11551,5434,753,2771,2909,32043,60097,1348,22517,38678,3312,8880,5094,3936,9762,25537,1922,19872,5585,3382,87729,8948,14760,704,46544,1913,1720,33021,1420,5359,6926,2365,10596,10083,14697,27917,5720,15491,5223,809,1198,7996,2338,5659,10609,6085,11884,17906,1446,938,9560,11410,37762,3917,16293,1773,3693,6548,8390,2260,2004
1994,772,2819,3721,115557,14682,2607,33180,30808,4140,971,29382,1471,847,1407,8807,39294,2454,6510,3933,10625,9521,8668,947,32258,48220,11362,3107,2713,2118,818,5382,8413,1445,3116,8271,14093,3637,20144,16778,34089,2037,6281,35654,6240,9471,7807,7197,23690,9175,633,25112,29656,20019,26847,3198,1792,1106,1527,1363,3375,19474,5228,28228,3552,12076,1646,13764,5557,1949,26681,10812,6983,25726,20929,31162,7660,8040,30813,8953,2327,2525,955,15760,76146,1944,9855,166,23662,8482,4175,1299,7818,38375,7645,4555,2697,1371,12348,7746,960,15645,1076,6347,4394,343,2462,9165,737,12299,5683,759,2709,2912,32794,62777,1419,23693,38789,3372,8959,5609,4021,10248,26359,1857,20113,5603,3705,88424,9306,12887,460,45574,1894,1676,35530,1515,5619,7120,2377,9129,10667,15497,28832,5821,15197,5362,840,1355,8527,1822,4580,10454,6202,11100,19082,1414,974,7406,12171,38808,3635,15577,1896,3757,6838,8519,1909,2167
1995,1101,3142,3992,117296,14091,2878,33908,31582,3557,862,30020,1575,865,1446,9149,39013,2666,5807,4028,10905,9680,9009,973,32779,48129,12357,3367,2774,2128,807,5443,8703,1464,3267,8378,14916,3810,21744,17832,34579,2127,6360,36543,6469,9639,7804,7399,24465,9951,650,26069,30135,20460,27447,3350,1835,1121,1485,1384,3666,19790,5322,28203,3590,12950,1769,13989,5914,2053,29090,10849,6161,25617,22183,32061,7750,8211,31577,8356,2367,2365,993,17095,80012,2023,10400,158,22799,8515,4381,1305,8288,38382,7709,4239,2668,1353,11360,7586,957,16522,1130,7067,4601,330,2347,9469,848,13173,5771,686,2692,3006,33649,65046,1433,24348,39691,3447,8942,5914,4114,10950,27305,1755,20507,5752,3719,89490,9991,12369,700,44507,1969,1721,36934,1397,5886,7556,2382,8651,11473,16639,29811,6048,14942,5498,817,1371,9106,1579,4172,11269,6272,11756,20152,1419,1033,6552,11933,39391,3530,15837,2042,3806,7278,8674,1915,2156
1996,1008,3461,4294,117675,14700,3036,34850,32296,3608,765,30439,1594,931,1490,8404,39166,4096,5988,4115,10979,10028,9271,881,32961,48205,13089,3590,2914,2172,775,5638,8740,1411,3403,8263,15701,4251,21686,18618,34761,1964,6623,37391,6807,9827,7759,7642,25017,10636,689,26935,30415,20648,28075,3757,1888,1132,1495,1408,4797,20267,5344,28708,3613,13820,1802,14014,6269,2177,31485,11537,6724,26698,22829,32464,7668,8141,32485,8477,2405,2497,1024,18219,80448,2119,10838,173,23136,8660,4855,1366,8781,38388,7980,4689,2524,1341,11766,7611,993,17034,1183,8841,4641,406,2554,9848,913,14131,5812,698,2733,3125,34689,67972,1478,24893,40325,3450,9017,5973,4254,11604,27626,1680,21144,5625,3532,91426,10422,11940,668,44553,2044,1712,38614,1070,5896,7926,2373,8404,12222,17235,30243,6106,15065,5506,802,1409,9508,1484,3832,12091,6608,12432,21229,1453,1071,5948,12504,40414,3520,15490,2198,3839,7960,8937,1982,2346
1997,926,3607,3799,121464,15708,3147,35853,32971,3887,746,31492,1633,959,1540,8398,38874,4988,6701,4228,11184,10448,9755,913,34029,49201,13765,3708,3001,2226,705,5385,8922,1436,3579,8508,15822,4401,21929,18512,35352,1971,6857,38450,7225,9772,7912,7882,25856,12027,723,28534,30987,21267,28879,4196,1945,1177,1453,1457,9105,21071,5442,29941,3689,14808,1812,14507,6458,2229,34521,11766,6265,28376,23139,33043,7453,8231,32756,8720,2358,2707,1060,19118,80091,2216,10504,328,23970,8500,5291,1404,9580,40075,8783,4546,2583,1349,12391,7664,1028,17794,1231,9304,4763,439,2404,10302,948,14776,5915,680,2744,3181,35995,71177,1526,25346,42665,3424,9411,6256,4375,12346,28706,1562,21981,5648,3819,115185,10050,12130,654,43957,2216,1722,40692,893,6067,8540,2350,8583,12940,18141,31043,6125,17180,5296,822,1408,9145,1482,3352,13025,6895,13215,22301,1469,1088,5820,13074,41723,3637,16141,2343,3912,8752,9061,2001,2377
1998,856,3668,4150,116220,16127,3351,37235,34107,4079,757,32045,1644,998,1587,8779,39426,5627,7292,4348,11057,10787,9586,932,35050,50500,14019,3747,3079,2273,663,5456,8836,1418,3796,8883,16017,4310,22796,18471,36047,1877,7098,39160,7595,10115,7996,8091,26949,12643,704,30003,31941,21324,29714,4347,2000,1202,1460,1183,10414,21771,5579,27897,3693,15169,1813,15154,5523,2336,36974,11945,6983,29917,23483,33567,7279,8340,32300,8668,2372,2727,1092,17942,79254,2254,10797,381,22571,8963,5136,1424,10370,41972,9445,4805,2436,1360,12824,7876,1043,18585,1283,9613,4868,479,2409,10812,933,13334,5971,742,2746,3236,37392,72611,1541,25367,43873,3447,9909,6135,4257,12911,30120,1545,22919,5549,4243,123342,9677,11512,684,44131,2266,1778,38771,890,6212,8775,2360,8394,13441,18778,32330,6121,18918,5441,854,1336,8358,1522,3525,14111,7151,13468,23043,1480,1119,5758,13597,43073,3733,15880,2444,4029,9185,8986,1938,2417
1999,787,3644,4723,114291,15409,3460,38311,35263,4500,727,33111,1677,1038,1642,8323,40291,6073,7558,4276,10948,10773,10278,964,36564,51085,13729,3926,3050,2303,619,5178,8358,1409,4159,9024,16205,4492,23631,18756,36739,1843,7112,40181,7965,10288,7482,8332,28127,12636,688,31263,32872,18446,30587,4503,2049,1210,1515,1309,12468,22354,5682,28359,3534,15068,1825,15684,5481,2443,40531,11985,7349,30741,23693,34085,7269,8493,32158,8977,2368,2788,1201,19830,74189,2365,10671,442,22215,9138,5205,1458,10325,44921,9771,4791,2377,1382,13142,8178,1074,19347,1403,8579,4962,505,2504,10976,941,13790,6030,725,2695,3399,39021,73567,1581,26353,44005,3499,10114,6137,4296,13512,31584,1631,23675,5353,4471,123662,9677,12281,720,41402,2291,1846,40132,820,6341,7192,2369,8802,13400,19754,33810,6145,19047,5138,824,1332,8661,1558,4047,15280,7498,12626,24409,1508,1168,5799,13217,44576,3837,14644,2527,4067,8970,9081,1973,2367
2000,735,3659,5097,121397,15119,3667,39200,36363,4739,700,34231,1718,1024,1705,8800,41439,6196,8018,4293,11263,11210,10266,960,38108,52804,14159,4202,2912,2337,552,5360,8475,1407,4373,9171,16743,4882,24719,19616,37776,1802,7110,41548,8272,10528,7455,8632,29481,14074,703,32957,33967,17603,31619,4646,2084,1211,1564,1278,13700,23136,5729,30196,3638,15627,1806,16386,5664,2505,43959,12193,7920,31742,25136,35333,7251,8713,32988,9870,2320,2908,1285,21420,74597,2450,10693,534,22225,9049,5564,1526,10796,47973,10399,4818,2453,1403,13821,8510,1048,20524,1573,9666,4958,502,2429,11748,923,14598,6067,683,2774,3474,40385,75434,1649,27284,46595,3512,10204,6217,4390,14132,32527,1624,24400,5072,3982,128455,10050,13563,775,42574,2388,1862,42646,834,6409,7707,2329,9583,13580,20514,35261,6107,18778,5133,796,1282,8977,1661,4733,16372,7738,13339,25761,1534,1176,6201,12932,45887,3928,14904,2663,4199,9371,9340,1990,2249
2001,692,3720,5574,117197,14298,4015,39673,36713,5005,695,34391,1752,1051,1758,9203,40759,6314,8424,4275,11260,10891,10090,949,38376,53230,14473,4485,2843,2379,524,5361,8508,1402,4553,9314,17286,5061,25335,20291,38352,1776,7095,41740,8279,10690,7642,8833,30501,15060,720,33730,34434,17553,32356,4891,2128,1246,1611,1276,22334,23967,5763,30284,3641,16060,1755,17043,5786,2604,45883,12546,8389,32524,24607,35939,7275,9015,33044,11167,2349,3038,1369,22218,72477,2543,10944,637,21856,8644,5378,1585,11596,48605,11215,5104,2632,1444,13655,8210,1200,20495,1728,9850,5046,554,2415,12021,862,14312,5974,713,2885,3515,40933,76619,1712,27591,47974,3503,10079,6172,4417,14312,34506,1671,24699,5079,3521,129055,10794,14311,829,40882,2494,1898,41165,929,6481,8142,2347,10205,14056,21086,35640,6087,18126,5214,862,1231,9214,1785,5623,17091,8027,12145,25290,1579,1240,6840,12361,45878,4040,15143,2810,4237,9675,9475,2035,2228
2002,1088,4112,5883,113817,12609,4614,40792,37138,5372,705,34846,1775,1049,1815,9829,40355,6626,8890,4292,11448,10929,10504,926,39106,52904,14626,4850,2736,2407,523,5487,8612,1397,4705,9466,17791,5133,25897,20665,38288,1762,6919,41801,8614,11129,7833,8904,30902,16077,735,34214,34618,16823,32992,5184,2178,1295,1576,1234,26074,24816,5870,30804,3684,16812,1720,17861,5962,2657,47632,13293,8730,32336,24102,35975,7256,9365,33013,12211,2296,3015,1437,23731,72755,2655,11140,823,21133,8619,5498,1591,12480,49936,12152,5198,2869,1229,13628,8306,1222,20949,1911,10125,5223,590,2370,12106,853,14745,6149,725,3221,3483,40715,77302,1687,28460,46413,3566,10128,6426,4481,14611,34778,1678,24753,5735,3005,133818,11539,15054,919,38572,2602,1861,41779,1108,6613,8712,2341,10785,14697,21868,36467,6157,18140,5422,907,1182,9705,1924,6425,18495,8079,12901,26563,1638,1286,7273,11315,46267,4149,13537,2970,4281,10063,9690,2071,2054
2003,1112,4187,6265,115919,13582,5275,41544,37237,5890,676,34969,1778,1089,1891,10418,40858,6852,9561,4318,11428,11109,10798,843,39441,52539,15006,5183,2642,2436,537,5373,8838,1389,4838,9717,18518,5201,26218,21415,37995,1886,7428,41850,8457,11762,7894,8960,31315,17378,714,34813,34707,16826,33977,5792,2244,1275,1570,1215,28780,26191,5906,31567,3757,17752,1695,18598,6161,2834,48584,14225,6644,32897,23910,35870,7455,9555,33456,13279,2297,3198,1537,24301,83176,2782,11327,551,23398,8985,5756,1665,13907,50137,13305,5440,3096,1312,13674,8471,1298,21341,2148,10472,5527,615,2449,12693,876,15223,6153,750,3435,3514,40638,77557,1727,29236,44004,3717,10380,6611,4608,15142,34772,1696,24430,5876,3342,131779,12075,16228,923,41641,2748,1934,42545,1162,6744,9098,2448,11645,15504,22476,37252,6317,16800,5218,1000,1206,10330,2080,7435,21224,8433,13449,27555,1690,1322,8028,11363,47158,4274,12279,3148,4317,10423,9834,2162,1722
2004,1107,4481,6663,115823,14650,5832,42711,38008,6434,685,36084,1799,1103,1979,11171,41201,7217,10708,4409,11937,11213,10896,851,40280,53663,15744,5627,2612,2458,557,5359,9196,1377,4958,9984,19412,5170,27052,22468,38448,2041,7603,42856,8439,12088,8354,9094,31823,18582,727,36075,35465,16565,34638,6138,2318,1273,1671,1224,34699,27448,5983,34142,3896,18474,1605,19573,6383,3025,50912,14938,9923,35251,24639,36202,7487,10114,34167,14458,2335,3386,1671,25391,89137,2930,11991,520,23943,9633,6003,1705,14986,51215,14572,5632,3362,1342,14084,8846,1286,21292,2409,11045,6049,648,2526,13124,896,15876,6781,718,3695,3646,41319,80152,1783,30132,43421,3924,10979,6857,4815,15929,35820,1720,24813,6010,3600,143386,13149,17458,971,43651,2799,1993,45492,1202,6851,9920,2484,12627,16323,23439,38760,6401,16278,5462,1284,1202,10912,2248,8431,22969,8844,14432,29239,1760,1353,9042,11886,48493,4542,14275,3350,4363,11001,10137,2258,1622
2005,1187,5136,7080,107735,15776,6660,43501,38558,8053,671,36638,1771,1162,2076,12052,40991,7491,11779,4514,12174,11615,11192,857,41177,54940,16480,6212,2598,2446,574,5536,9511,1378,5194,10218,20713,5248,27658,23882,38741,2078,7558,43736,9085,12619,8607,9291,32406,20441,788,36951,35817,16371,35424,6660,2401,1285,1612,1252,36733,27532,6055,36450,4038,19241,1605,20471,6663,3226,52687,15374,9829,37023,25186,36367,7489,10607,34730,15728,2396,3347,1866,26331,93903,3080,12137,545,25893,9543,6321,1753,16409,52037,16306,5750,3657,1366,14354,9240,1343,21958,2703,11627,6417,690,2684,13242,897,16350,6867,751,3852,3749,42113,81698,1820,30553,43462,4118,11579,7205,4944,16493,35158,1774,24957,6038,3896,134824,13685,18626,1040,44800,2950,2049,47758,1228,7070,10488,2601,13535,17423,24335,39917,6620,17550,5654,1341,1188,11303,2369,9417,24447,9106,15416,30713,1820,1440,9387,12694,49655,4810,15468,3558,4478,11497,10524,2361,1510
2006,1257,6024,7545,102560,16876,7547,44001,39653,10717,686,37306,1783,1197,2191,12970,40218,7915,13014,4641,12515,12223,11916,880,41834,56787,17346,6890,2582,2458,587,5629,10028,1490,5628,10801,22253,5923,28427,25456,40220,2297,7890,45299,9912,12639,8822,9618,33211,22674,844,38302,36439,15518,36045,7227,2495,1270,1589,1255,37611,29001,6241,38640,4208,20168,1614,21293,6940,3477,54287,16200,10122,37973,26139,36985,7642,11057,35225,17239,2461,3419,2036,27550,95645,3003,12097,586,27106,10141,6753,1832,17908,53866,18413,6114,3878,1399,14894,9690,1377,22278,3021,12758,6886,741,3113,13769,910,16960,7261,766,4007,3852,43525,82984,1870,31038,44964,4266,12365,7662,5101,17523,34810,1745,25299,6228,3658,144032,15027,20184,1112,44827,3183,2045,50800,1251,7329,11046,2774,14765,18895,25629,41564,6843,18994,5751,1286,1203,11800,2483,10327,27724,9527,16244,32289,1850,1492,10166,13169,50490,5118,16727,3759,4491,12143,10970,2481,1467
2007,1447,7173,8035,91056,18226,8591,45145,40956,13253,687,38292,1833,1208,2307,14014,39918,8394,14182,4762,13132,12380,12678,896,42282,58612,18012,7563,2572,2468,606,5313,10592,1463,6018,11517,23873,6054,29170,26707,41587,2359,8345,45508,10602,12842,8876,10070,33801,24542,905,40117,37068,16160,36679,8146,2546,1322,1605,1270,42173,29874,6492,40937,4373,21223,1641,21422,7290,3740,54749,17200,10056,40486,27265,37341,7689,11484,35805,18572,2553,3681,2208,28908,95421,3489,12888,618,27953,10195,7156,1921,20131,57471,20410,6259,4041,1448,15181,10290,1392,23085,3344,14265,7497,779,3123,14459,966,17718,7553,762,4192,4004,45037,84535,1916,31982,46233,4326,13642,8225,5334,18766,34607,1714,25879,6466,3811,142477,16369,21931,1167,44493,3480,2089,54183,1324,7596,11753,2801,16108,20929,27361,42872,7010,20752,5859,1478,1192,12376,2612,11337,29083,10023,16771,34271,1949,1562,11067,13930,50902,5549,17790,3978,4511,12927,11409,2616,1431
2008,1464,7936,8659,81842,18779,9194,45260,41460,14530,698,38274,1866,1239,2410,14945,39020,8870,15668,4962,13660,12385,13237,901,42253,59190,18440,7930,2581,2468,626,5445,10839,1481,6319,11883,24826,6336,29546,27204,42117,2435,8981,45010,10792,12910,9295,10437,33643,23275,965,40219,36928,15293,36163,8344,2720,1343,1655,1284,48334,29695,6564,41652,4463,21673,1630,21650,7739,3928,51298,17045,10608,40344,27585,36705,7566,11801,35431,18966,2484,3927,2315,29501,91763,3694,13794,689,31457,10574,7522,2032,20874,55731,19882,6555,4408,1509,15182,10825,1423,23703,3434,15400,8055,814,3081,15133,1005,18260,7651,806,4381,4067,45624,83809,2012,31591,48921,4350,14587,8883,5453,19560,34168,1757,25893,6778,3950,142296,17979,23091,1265,46109,3676,2110,53936,1366,7661,12440,2965,16935,22089,28111,42542,7214,20098,5916,1464,1185,12527,2774,12861,30106,10365,16693,34394,2000,1673,11377,14833,50276,5990,18332,4154,4545,13491,11619,2742,1203
2009,1669,7900,8954,69446,17490,7899,45247,39781,15716,702,37100,1853,1237,2511,14482,37301,8802,15719,5037,13510,11840,12016,898,40541,57210,17949,8548,2608,2447,627,5633,10889,1497,6145,11604,24028,6476,28253,25740,39852,2502,8862,42573,10745,12880,9208,10669,32181,19886,1026,36717,35642,14924,34338,7987,2790,1289,1718,1301,47670,28343,6462,40442,4267,20097,1655,20261,8009,4198,48462,17479,10671,37414,27464,34535,7252,11938,33549,18951,2490,3995,2323,29557,80061,3900,15009,752,30659,10491,7728,2100,17980,52324,17316,6758,4189,1399,14262,10758,1452,22946,3569,14658,7839,847,2976,15472,1053,17686,7570,773,4628,3908,43680,81416,2079,31330,49847,4373,14596,8883,5421,20096,33684,1731,25098,6418,4191,139066,16905,21285,1316,44061,3714,2105,52490,1380,7392,12094,2976,15862,20863,25685,40339,7299,19676,6123,1563,1189,12385,2835,13494,28816,10581,15506,33734,2052,1753,9698,15119,48453,6414,17442,4328,4591,14288,11293,2914,1289
2010,1685,7940,9272,65294,19068,8079,45684,40450,16327,714,37791,1837,1300,2632,14747,36927,8874,16974,5155,14392,11828,12826,910,41326,58267,18787,9555,2605,2459,654,5872,11189,1453,6144,12014,24764,6697,27887,26254,41576,2534,8947,43178,11481,13092,9392,10985,32042,20382,1097,37643,36141,15626,34722,8404,2944,1309,1786,1334,42264,26756,6513,42836,4340,19807,1581,20444,8425,4487,49178,18229,11024,36134,28482,35010,7093,11743,34990,20071,2625,3938,2371,31321,73610,4144,16153,809,31419,10271,8283,2261,18662,53877,17010,6940,4533,1365,14820,11090,1492,23642,3719,15142,8212,884,3045,15984,1087,18710,7917,809,5021,3987,44066,80892,2149,31635,49019,4397,15211,9533,5738,20805,33718,1713,25563,7162,4426,148056,16905,22239,1381,45040,3776,2139,59263,1422,7466,12228,3107,16579,21894,25890,42753,7339,20642,6287,1737,1203,13259,2966,14563,29804,10746,16700,37253,2124,1829,9762,16402,49267,6894,17204,4555,4811,14382,11535,3125,1404
2011,1792,8016,9484,65307,20003,8465,46132,41446,16176,719,38130,1836,1344,2772,15112,36372,8961,17918,5331,14831,11870,13376,909,42197,58686,19705,10221,2444,2494,681,5875,11788,1479,6295,12366,25289,6928,27272,26725,43189,2590,8944,43575,11679,13204,9985,10737,31600,21997,1199,38432,36691,16403,34971,8946,3283,1347,1669,1413,43841,24349,6650,44532,4421,19813,1648,20886,8849,4768,48980,18024,11484,36740,29370,35151,7141,11615,34979,21302,2712,4142,2496,32225,77126,4401,16230,820,12893,10255,8918,2346,20243,54031,18428,7226,4892,1347,15210,11321,1500,23871,3884,15747,9484,925,3104,16483,1102,19390,8203,799,5136,4189,44591,80623,2189,32057,44454,4464,16762,10044,5851,21837,33981,1718,25133,7377,4863,155533,17174,23130,1449,48470,3669,2123,61672,1479,7607,12463,3179,17391,22483,26004,42079,7389,21545,5979,1661,1227,13318,3111,16518,29745,10437,17919,38565,2227,1890,10333,17211,49675,7396,17746,4786,4088,14540,11838,3205,1515
